total_time,total_tasks_created,tasks_accepted,tasks_skipped,tasks_completed,total_reward,avg_queue_time,load_deviation,server_0_freq,server_1_freq,server_2_freq,episode,policy
300,300,300,0,31,-2495.8947,428.43,6.0589,0.0,0.0,1.0,66,DQN_v2
300,300,300,0,29,-2413.7893,413.6244,5.8495,0.0,0.0,1.0,67,DQN_v2
300,300,300,0,31,-2425.2501,415.6911,5.8788,0.0,0.0,1.0,68,DQN_v2
300,300,300,0,31,-2541.6828,436.6867,6.1757,0.0,0.0,1.0,69,DQN_v2
300,300,300,0,30,-2531.8856,434.92,6.1507,0.0,0.0,1.0,70,DQN_v2
300,300,300,0,37,-2353.7922,402.8056,5.6965,0.0,0.0,1.0,71,DQN_v2
300,300,300,0,32,-2486.4056,426.7189,6.0347,0.0,0.0,1.0,72,DQN_v2
300,300,300,0,29,-2537.3017,435.8967,6.1645,0.0,0.0,1.0,73,DQN_v2
300,300,300,0,29,-2568.0551,441.4422,6.2429,0.0,0.0,1.0,74,DQN_v2
300,300,300,0,33,-2426.4578,415.9089,5.8818,0.0,0.0,1.0,75,DQN_v2
300,300,300,0,33,-2440.0322,418.3567,5.9165,0.0,0.0,1.0,76,DQN_v2
300,300,300,0,30,-2443.1624,418.9211,5.9244,0.0,0.0,1.0,77,DQN_v2
300,300,300,0,30,-2482.0431,425.9322,6.0236,0.0,0.0,1.0,78,DQN_v2
300,300,300,0,32,-2542.8473,436.8967,6.1787,0.0,0.0,1.0,79,DQN_v2
300,300,300,0,31,-2445.0664,419.2644,5.9293,0.0,0.0,1.0,80,DQN_v2
300,300,300,0,35,-2429.9762,416.5433,5.8908,0.0,0.0,1.0,81,DQN_v2
300,300,300,0,31,-2425.6014,415.7544,5.8797,0.0,0.0,1.0,82,DQN_v2
300,300,300,0,31,-2545.3798,437.3533,6.1851,0.0,0.0,1.0,83,DQN_v2
300,300,300,0,33,-2435.3493,417.5122,5.9045,0.0,0.0,1.0,84,DQN_v2
300,300,300,0,33,-2393.6649,409.9956,5.7982,0.0,0.0,1.0,85,DQN_v2
