total_time,total_tasks_created,tasks_accepted,tasks_skipped,tasks_completed,total_reward,avg_queue_time,load_deviation,server_0_freq,server_1_freq,server_2_freq,episode,policy
300,300,300,0,99,-2795.95,310.6611,0.1406,0.3333,0.3333,0.3333,85,RoundRobin
300,300,300,0,88,-3084.04,342.6711,0.0874,0.3333,0.3333,0.3333,86,RoundRobin
300,300,300,0,94,-2866.46,318.4956,0.0785,0.3333,0.3333,0.3333,87,RoundRobin
300,300,300,0,92,-2929.41,325.49,0.1277,0.3333,0.3333,0.3333,88,RoundRobin
300,300,300,0,96,-2857.79,317.5322,0.1714,0.3333,0.3333,0.3333,89,RoundRobin
300,300,300,0,93,-2971.95,330.2167,0.1643,0.3333,0.3333,0.3333,90,RoundRobin
300,300,300,0,89,-3117.33,346.37,0.136,0.3333,0.3333,0.3333,91,RoundRobin
300,300,300,0,92,-2864.01,318.2233,0.0927,0.3333,0.3333,0.3333,92,RoundRobin
300,300,300,0,95,-2859.41,317.7122,0.1279,0.3333,0.3333,0.3333,93,RoundRobin
300,300,300,0,93,-2993.74,332.6378,0.1674,0.3333,0.3333,0.3333,94,RoundRobin
300,300,300,0,93,-2992.58,332.5089,0.2164,0.3333,0.3333,0.3333,95,RoundRobin
300,300,300,0,92,-2953.95,328.2167,0.1428,0.3333,0.3333,0.3333,96,RoundRobin
300,300,300,0,100,-2823.35,313.7056,0.1003,0.3333,0.3333,0.3333,97,RoundRobin
300,300,300,0,87,-3039.58,337.7311,0.1387,0.3333,0.3333,0.3333,98,RoundRobin
300,300,300,0,88,-3065.2,340.5778,0.1706,0.3333,0.3333,0.3333,99,RoundRobin
300,300,300,0,98,-2851.33,316.8144,0.1114,0.3333,0.3333,0.3333,100,RoundRobin
