total_time,total_tasks_created,tasks_accepted,tasks_skipped,tasks_completed,total_reward,avg_queue_time,load_deviation,server_0_freq,server_1_freq,server_2_freq,episode,base_seed,policy
300,300,51,249,24,-216.7274,30.7425,0.4348,0.0,1.0,0.0,3,1,DQN_v2
300,300,49,251,24,-217.9866,30.8289,0.436,0.0,1.0,0.0,4,1,DQN_v2
300,300,48,252,24,-218.6656,30.8885,0.4368,0.0,1.0,0.0,5,1,DQN_v2
300,300,48,252,24,-217.925,30.6417,0.4333,0.0,1.0,0.0,6,1,DQN_v2
300,300,49,251,24,-218.2675,30.9225,0.4373,0.0,1.0,0.0,7,1,DQN_v2
300,300,49,251,24,-217.1533,30.5511,0.4321,0.0,1.0,0.0,8,1,DQN_v2
300,300,48,252,24,-218.29,30.7633,0.4351,0.0,1.0,0.0,9,1,DQN_v2
300,300,48,252,24,-218.4465,30.8155,0.4358,0.0,1.0,0.0,10,1,DQN_v2
300,300,45,255,24,-220.0195,30.8398,0.4361,0.0,1.0,0.0,11,1,DQN_v2
300,300,50,250,24,-217.4535,30.8178,0.4358,0.0,1.0,0.0,12,1,DQN_v2
300,300,49,251,24,-218.0477,30.8492,0.4363,0.0,1.0,0.0,13,1,DQN_v2
300,300,50,250,24,-216.938,30.646,0.4334,0.0,1.0,0.0,14,1,DQN_v2
300,300,48,252,24,-218.2273,30.7424,0.4348,0.0,1.0,0.0,15,1,DQN_v2
300,300,46,254,24,-219.1175,30.7058,0.4342,0.0,1.0,0.0,16,1,DQN_v2
300,300,47,253,24,-219.0024,30.8341,0.4361,0.0,1.0,0.0,17,1,DQN_v2
300,300,46,254,24,-219.5577,30.8526,0.4363,0.0,1.0,0.0,18,1,DQN_v2
300,300,46,254,24,-219.7051,30.9017,0.437,0.0,1.0,0.0,19,1,DQN_v2
300,300,48,252,24,-218.7009,30.9003,0.437,0.0,1.0,0.0,20,1,DQN_v2
300,300,48,252,24,-217.9168,30.6389,0.4333,0.0,1.0,0.0,21,1,DQN_v2
300,300,48,252,24,-218.3949,30.7983,0.4356,0.0,1.0,0.0,22,1,DQN_v2
300,300,46,254,24,-220.1211,31.0404,0.439,0.0,1.0,0.0,23,1,DQN_v2
300,300,43,257,24,-221.1497,30.8832,0.4368,0.0,1.0,0.0,24,1,DQN_v2
300,300,50,250,24,-217.3283,30.7761,0.4352,0.0,1.0,0.0,25,1,DQN_v2
300,300,50,250,24,-217.4599,30.82,0.4359,0.0,1.0,0.0,26,1,DQN_v2
300,300,49,251,24,-217.216,30.572,0.4324,0.0,1.0,0.0,27,1,DQN_v2
300,300,52,248,24,-216.6067,30.8689,0.4366,0.0,1.0,0.0,28,1,DQN_v2
300,300,47,253,24,-219.3413,30.9471,0.4377,0.0,1.0,0.0,29,1,DQN_v2
300,300,46,254,24,-219.1727,30.7242,0.4345,0.0,1.0,0.0,30,1,DQN_v2
300,300,47,253,24,-219.2465,30.9155,0.4372,0.0,1.0,0.0,31,1,DQN_v2
300,300,46,254,24,-219.0903,30.6968,0.4341,0.0,1.0,0.0,32,1,DQN_v2
300,300,44,256,24,-220.6739,30.8913,0.4369,0.0,1.0,0.0,33,1,DQN_v2
