total_time,total_tasks_created,tasks_accepted,tasks_skipped,tasks_completed,total_reward,avg_queue_time,load_deviation,server_0_freq,server_1_freq,server_2_freq,episode,policy
300,300,130,170,98,-142.3012,85.6989,0.0372,0.1567,0.22,0.6233,64,DQN_v2
300,300,130,170,98,-141.8375,85.4544,0.0363,0.1567,0.25,0.5933,65,DQN_v2
300,300,130,170,94,-142.2426,85.4556,0.0373,0.1533,0.24,0.6067,66,DQN_v2
300,300,135,165,100,-140.0942,86.6911,0.0347,0.16,0.2233,0.6167,67,DQN_v2
300,300,136,164,99,-139.016,86.4978,0.034,0.1567,0.2433,0.6,68,DQN_v2
300,300,125,175,92,-145.2881,85.65,0.0394,0.1467,0.1967,0.6567,69,DQN_v2
300,300,130,170,97,-142.1233,86.7667,0.033,0.1533,0.2133,0.6333,70,DQN_v2
300,300,140,160,100,-136.1973,85.6111,0.0311,0.1567,0.2333,0.61,71,DQN_v2
300,300,128,172,94,-143.942,85.5311,0.0381,0.1533,0.1633,0.6833,72,DQN_v2
300,300,126,174,93,-144.9882,86.4544,0.0365,0.1467,0.2,0.6533,73,DQN_v2
300,300,124,176,91,-145.4552,85.8,0.0352,0.1467,0.19,0.6633,74,DQN_v2
300,300,132,168,96,-141.264,86.4656,0.0346,0.1633,0.2333,0.6033,75,DQN_v2
300,300,132,168,97,-141.3413,85.8567,0.0374,0.15,0.21,0.64,76,DQN_v2
300,300,134,166,98,-140.2344,86.3844,0.0345,0.1533,0.2633,0.5833,77,DQN_v2
300,300,134,166,98,-140.7226,86.3744,0.0364,0.16,0.2433,0.5967,78,DQN_v2
300,300,127,173,92,-143.9418,86.3256,0.0354,0.15,0.23,0.62,79,DQN_v2
300,300,128,172,96,-142.8001,86.5178,0.0326,0.1533,0.2167,0.63,80,DQN_v2
300,300,133,167,100,-141.1676,85.1778,0.0388,0.15,0.2367,0.6133,81,DQN_v2
300,300,133,167,95,-140.2391,86.1844,0.033,0.1567,0.2033,0.64,82,DQN_v2
300,300,127,173,92,-144.2,86.3289,0.0364,0.1567,0.2233,0.62,83,DQN_v2
300,300,133,167,97,-139.8773,85.2511,0.0349,0.15,0.2333,0.6167,84,DQN_v2
300,300,135,165,99,-139.4464,85.6867,0.0359,0.16,0.2167,0.6233,85,DQN_v2
300,300,124,176,91,-145.7271,86.8178,0.0369,0.1467,0.2067,0.6467,86,DQN_v2
300,300,134,166,98,-139.7316,86.3856,0.0335,0.1567,0.2533,0.59,87,DQN_v2
300,300,130,170,96,-142.1465,86.0722,0.035,0.1567,0.2467,0.5967,88,DQN_v2
300,300,134,166,100,-139.7222,85.8844,0.0347,0.1533,0.2633,0.5833,89,DQN_v2
300,300,129,171,93,-142.7082,85.7278,0.0357,0.15,0.1833,0.6667,90,DQN_v2
300,300,123,177,90,-146.2213,86.3978,0.0371,0.1467,0.22,0.6333,91,DQN_v2
300,300,133,167,95,-140.7813,86.5011,0.0355,0.1467,0.2233,0.63,92,DQN_v2
300,300,141,159,100,-136.3388,86.3411,0.0325,0.1667,0.2267,0.6067,93,DQN_v2
300,300,127,173,92,-143.7947,84.8111,0.038,0.1467,0.2167,0.6367,94,DQN_v2
300,300,128,172,93,-143.8242,86.29,0.0386,0.1567,0.24,0.6033,95,DQN_v2
300,300,129,171,97,-143.1227,85.3311,0.0381,0.1433,0.2,0.6567,96,DQN_v2
300,300,128,172,99,-143.0002,85.6056,0.0358,0.15,0.2133,0.6367,97,DQN_v2
300,300,132,168,93,-141.2374,87.1056,0.0338,0.1533,0.25,0.5967,98,DQN_v2
300,300,130,170,92,-142.4698,85.9978,0.0377,0.16,0.2133,0.6267,99,DQN_v2
300,300,129,171,95,-142.6257,85.8844,0.0351,0.1467,0.2,0.6533,100,DQN_v2
